airline_enc,destination_enc,stops_num,departure_hour,day_of_week,month,day,price
30,5,0,2,2,4,22,370.0
24,5,0,13,2,4,22,382.0
8,5,0,2,2,4,22,409.0
0,5,0,5,2,4,22,354.0
30,5,0,19,2,4,22,370.0
24,5,0,18,2,4,22,382.0
8,5,0,22,2,4,22,409.0
8,5,0,10,2,4,22,422.0
30,5,0,9,2,4,22,444.0
24,5,3,18,2,4,22,4578.0
2,15,1,22,6,2,22,776.0
23,15,0,0,6,2,22,877.0
23,15,0,12,6,2,22,939.0
24,15,0,1,6,2,22,1036.0
11,15,1,21,6,2,22,677.0
8,15,1,21,6,2,22,744.0
2,15,1,22,6,2,22,750.0
2,15,1,10,6,2,22,843.0
2,15,1,22,0,2,23,605.0
2,15,1,22,0,2,23,621.0
24,15,0,12,0,2,23,966.0
1,15,1,8,0,2,23,657.0
2,15,1,10,0,2,23,677.0
2,15,1,10,0,2,23,703.0
8,15,1,21,0,2,23,733.0
24,15,0,1,0,2,23,1347.0
2,15,1,22,1,2,24,484.0
1,15,1,17,1,2,24,510.0
23,15,0,0,1,2,24,741.0
1,15,1,8,1,2,24,404.0
1,15,1,8,1,2,24,510.0
2,15,1,10,1,2,24,584.0
27,15,1,23,1,2,24,696.0
23,15,0,12,1,2,24,891.0
24,15,0,12,1,2,24,1036.0
2,15,1,22,2,2,25,504.0
2,15,1,10,2,2,25,515.0
23,15,0,0,2,2,25,617.0
24,15,0,12,2,2,25,684.0
1,15,1,8,2,2,25,429.0
26,15,1,1,2,2,25,732.0
27,15,1,23,2,2,25,850.0
24,15,0,1,2,2,25,900.0
2,15,1,22,3,2,26,483.0
24,15,0,12,3,2,26,512.0
24,15,0,1,3,2,26,551.0
23,15,0,0,3,2,26,676.0
1,15,1,8,3,2,26,444.0
2,15,1,10,3,2,26,496.0
27,15,1,23,3,2,26,647.0
23,15,0,12,3,2,26,741.0
2,15,1,22,4,2,27,483.0
24,15,0,12,4,2,27,487.0
24,15,0,1,4,2,27,531.0
23,15,0,0,4,2,27,617.0
2,15,1,10,4,2,27,471.0
1,15,1,8,4,2,27,519.0
11,15,1,16,4,2,27,641.0
24,15,1,7,4,2,27,678.0
1,15,1,17,4,2,27,690.0
2,15,1,10,5,2,28,439.0
2,15,1,22,5,2,28,449.0
24,15,0,1,5,2,28,502.0
24,15,0,12,5,2,28,520.0
23,15,0,0,5,2,28,645.0
1,15,1,8,5,2,28,429.0
1,15,1,8,5,2,28,510.0
1,15,1,17,5,2,28,574.0
11,15,1,16,5,2,28,735.0
24,15,0,1,6,3,1,424.0
23,15,0,12,6,3,1,479.0
23,15,0,0,6,3,1,513.0
1,15,1,8,6,3,1,429.0
1,15,1,8,6,3,1,459.0
1,15,1,16,6,3,1,510.0
1,15,1,17,6,3,1,574.0
11,15,1,16,6,3,1,597.0
24,15,0,12,6,3,1,601.0
24,15,1,7,6,3,1,1405.0
24,15,0,1,0,3,2,411.0
2,15,1,22,0,3,2,382.0
2,15,1,10,0,3,2,387.0
1,15,1,17,0,3,2,404.0
24,15,0,12,0,3,2,487.0
23,15,0,0,0,3,2,611.0
2,15,1,22,1,3,3,285.0
24,15,0,1,1,3,3,411.0
24,15,0,12,1,3,3,424.0
23,15,0,12,1,3,3,560.0
2,15,1,10,1,3,3,396.0
1,15,1,17,1,3,3,551.0
11,15,1,16,1,3,3,597.0
23,15,0,0,1,3,3,645.0
23,15,0,0,2,3,4,390.0
2,15,1,22,2,3,4,392.0
2,15,1,10,2,3,4,393.0
24,15,0,1,2,3,4,411.0
24,15,0,12,2,3,4,411.0
1,15,1,19,2,3,4,444.0
1,15,1,19,2,3,4,475.0
24,15,1,7,2,3,4,645.0
23,15,0,12,3,3,5,331.0
23,15,0,0,3,3,5,348.0
2,15,1,22,3,3,5,379.0
24,15,0,1,3,3,5,411.0
24,15,0,12,3,3,5,411.0
1,15,1,17,3,3,5,494.0
1,15,1,17,3,3,5,525.0
11,15,1,16,3,3,5,567.0
2,15,1,10,4,3,6,276.0
2,15,1,22,4,3,6,305.0
24,15,0,1,4,3,6,411.0
24,15,0,12,4,3,6,411.0
23,15,0,0,4,3,6,447.0
1,15,1,17,4,3,6,519.0
1,15,1,17,4,3,6,551.0
24,15,1,7,4,3,6,669.0
2,15,1,22,5,3,7,281.0
2,15,1,10,5,3,7,300.0
24,15,0,1,5,3,7,371.0
24,15,0,12,5,3,7,371.0
23,15,0,0,5,3,7,540.0
1,15,1,8,5,3,7,429.0
1,15,1,17,5,3,7,459.0
11,15,1,16,5,3,7,567.0
24,15,1,7,5,3,7,748.0
2,15,1,22,6,3,8,362.0
24,15,0,1,6,3,8,371.0
24,15,0,12,6,3,8,371.0
1,15,1,16,6,3,8,339.0
2,15,1,22,0,3,9,299.0
24,15,0,1,0,3,9,371.0
24,15,0,12,0,3,9,457.0
2,15,1,10,0,3,9,402.0
2,15,1,10,0,3,9,410.0
1,15,1,16,0,3,9,454.0
11,15,1,16,0,3,9,567.0
1,15,1,17,0,3,9,576.0
2,15,1,10,1,3,10,296.0
2,15,1,22,1,3,10,296.0
24,15,0,1,1,3,10,371.0
2,15,1,10,1,3,10,380.0
24,15,0,12,1,3,10,391.0
1,15,1,8,1,3,10,429.0
1,15,1,16,1,3,10,459.0
1,15,1,17,1,3,10,510.0
11,15,1,16,1,3,10,567.0
2,15,1,22,2,3,11,278.0
23,15,0,0,2,3,11,331.0
24,15,0,1,2,3,11,371.0
1,15,1,8,2,3,11,339.0
1,15,1,9,2,3,11,339.0
2,15,1,10,2,3,11,356.0
24,15,0,12,2,3,11,371.0
8,15,1,21,2,3,11,580.0
2,15,1,10,3,3,12,269.0
2,15,1,22,3,3,12,276.0
24,15,0,12,3,3,12,371.0
23,15,0,12,3,3,12,431.0
23,15,0,0,3,3,12,479.0
1,15,1,8,3,3,12,339.0
1,15,1,17,3,3,12,434.0
24,15,0,1,3,3,12,548.0
2,15,1,22,4,3,13,268.0
2,15,1,10,4,3,13,276.0
23,15,0,0,4,3,13,331.0
24,15,0,1,4,3,13,371.0
24,15,0,12,4,3,13,371.0
1,15,1,16,4,3,13,339.0
1,15,1,17,4,3,13,459.0
8,15,1,21,4,3,13,568.0
2,15,1,10,5,3,14,350.0
2,15,1,22,5,3,14,355.0
24,15,0,1,5,3,14,371.0
24,15,0,12,5,3,14,371.0
23,15,0,0,5,3,14,448.0
1,15,1,16,5,3,14,379.0
1,15,1,17,5,3,14,434.0
1,15,1,17,5,3,14,459.0
2,15,1,22,6,3,15,300.0
24,15,0,1,6,3,15,371.0
24,15,0,12,6,3,15,371.0
1,15,1,8,6,3,15,339.0
1,15,1,16,6,3,15,339.0
2,15,1,10,6,3,15,353.0
1,15,1,16,6,3,15,459.0
8,15,1,21,6,3,15,635.0
2,15,1,22,0,3,16,368.0
24,15,0,1,0,3,16,371.0
23,15,0,0,0,3,16,535.0
1,15,1,16,0,3,16,339.0
2,15,1,10,0,3,16,376.0
1,15,1,8,0,3,16,434.0
24,15,0,12,0,3,16,457.0
8,15,1,21,0,3,16,568.0
1,15,1,8,1,3,17,339.0
2,15,1,22,1,3,17,353.0
24,15,0,1,1,3,17,371.0
24,15,0,12,1,3,17,371.0
1,15,1,16,1,3,17,339.0
1,15,1,17,1,3,17,339.0
1,15,1,17,1,3,17,434.0
8,15,1,21,1,3,17,580.0
2,15,1,22,2,3,18,353.0
24,15,0,1,2,3,18,371.0
24,15,0,12,2,3,18,371.0
1,15,1,9,2,3,18,339.0
2,15,1,10,3,3,19,279.0
2,15,1,22,3,3,19,283.0
24,15,0,12,3,3,19,371.0
23,15,0,12,3,3,19,372.0
23,15,0,0,3,3,19,390.0
1,15,1,8,3,3,19,339.0
1,15,1,17,3,3,19,339.0
24,15,0,1,3,3,19,467.0
2,15,1,22,4,3,20,296.0
2,15,1,10,4,3,20,297.0
1,15,1,17,4,3,20,339.0
24,15,0,1,4,3,20,371.0
24,15,0,12,4,3,20,371.0
11,15,1,16,4,3,20,770.0
24,15,1,7,4,3,20,778.0
8,15,1,21,4,3,20,870.0
2,15,1,22,5,3,21,288.0
24,15,0,1,5,3,21,371.0
24,15,0,12,5,3,21,371.0
2,15,1,10,5,3,21,289.0
2,15,1,10,5,3,21,302.0
1,15,1,17,5,3,21,339.0
24,15,1,7,5,3,21,817.0
24,15,1,7,5,3,21,851.0
2,15,1,22,6,3,22,197.0
24,15,0,1,6,3,22,371.0
2,15,1,10,6,3,22,327.0
1,15,1,16,6,3,22,339.0
24,15,0,12,6,3,22,391.0
2,15,1,22,0,3,23,285.0
24,15,0,1,0,3,23,371.0
24,15,0,12,0,3,23,467.0
2,15,1,10,0,3,23,394.0
1,15,1,17,0,3,23,404.0
2,15,1,10,0,3,23,407.0
24,15,1,7,0,3,23,660.0
24,15,1,7,0,3,23,699.0
2,15,1,10,1,3,24,267.0
2,15,1,22,1,3,24,267.0
24,15,0,1,1,3,24,391.0
1,15,1,17,1,3,24,339.0
2,15,1,10,1,3,24,370.0
24,15,0,12,1,3,24,477.0
23,15,0,12,1,3,24,626.0
23,15,0,0,1,3,24,644.0
2,15,1,22,2,3,25,254.0
2,15,1,10,2,3,25,370.0
24,15,0,1,2,3,25,371.0
24,15,0,12,2,3,25,371.0
23,15,0,0,2,3,25,674.0
1,15,1,19,2,3,25,429.0
24,15,1,1,2,3,25,780.0
24,15,1,7,2,3,25,781.0
24,15,1,7,2,3,25,813.0
2,15,1,10,3,3,26,197.0
2,15,1,22,3,3,26,283.0
1,15,1,17,3,3,26,339.0
24,15,0,1,3,3,26,371.0
24,15,0,12,3,3,26,371.0
1,15,1,8,3,3,26,339.0
24,15,1,7,3,3,26,748.0
24,15,1,7,3,3,26,847.0
2,15,1,22,4,3,27,287.0
2,15,1,10,4,3,27,289.0
24,15,0,1,4,3,27,371.0
24,15,0,12,4,3,27,371.0
1,15,1,17,4,3,27,429.0
24,15,1,7,4,3,27,744.0
11,15,1,16,4,3,27,768.0
8,15,1,21,4,3,27,1257.0
2,15,1,10,5,3,28,289.0
2,15,1,22,5,3,28,295.0
24,15,0,1,5,3,28,401.0
1,15,1,8,5,3,28,339.0
1,15,1,16,5,3,28,339.0
1,15,1,17,5,3,28,339.0
1,15,1,17,5,3,28,459.0
24,15,0,12,5,3,28,531.0
2,15,1,22,6,3,29,306.0
24,15,0,1,6,3,29,401.0
24,15,0,12,6,3,29,401.0
23,15,0,0,6,3,29,626.0
1,15,1,8,6,3,29,339.0
1,15,1,17,6,3,29,339.0
23,15,0,11,6,3,29,626.0
24,15,1,7,6,3,29,694.0
3,15,1,2,0,3,30,287.0
2,15,1,22,0,3,30,299.0
24,15,0,1,0,3,30,404.0
3,15,1,2,0,3,30,284.0
1,15,1,17,0,3,30,339.0
2,15,1,10,0,3,30,384.0
24,15,0,12,0,3,30,404.0
24,15,1,7,0,3,30,627.0
2,15,1,22,1,3,31,275.0
3,15,1,2,1,3,31,322.0
24,15,0,1,1,3,31,401.0
23,15,0,11,1,3,31,560.0
3,15,1,2,1,3,31,295.0
2,15,1,10,1,3,31,364.0
24,15,0,12,1,3,31,497.0
23,15,0,0,1,3,31,645.0
23,15,0,0,2,4,1,390.0
1,15,1,8,2,4,1,339.0
1,15,1,19,2,4,1,339.0
2,15,1,22,2,4,1,355.0
2,15,1,10,2,4,1,375.0
24,15,0,1,2,4,1,431.0
24,15,0,12,2,4,1,431.0
3,15,1,2,3,4,2,274.0
2,15,1,22,3,4,2,276.0
23,15,0,0,3,4,2,372.0
23,15,0,11,3,4,2,372.0
2,15,1,10,3,4,2,269.0
3,15,2,2,3,4,2,271.0
1,15,1,8,3,4,2,339.0
1,15,1,17,3,4,2,339.0
24,15,0,1,3,4,2,431.0
24,15,0,12,3,4,2,431.0
2,15,1,22,4,4,3,279.0
23,15,0,0,4,4,3,372.0
2,15,1,10,4,4,3,269.0
1,15,1,8,4,4,3,339.0
24,15,0,1,4,4,3,431.0
24,15,0,12,4,4,3,431.0
2,15,1,10,5,4,4,279.0
3,15,1,2,5,4,4,282.0
2,15,1,22,5,4,4,301.0
1,15,1,8,5,4,4,339.0
24,15,0,1,5,4,4,431.0
24,15,0,12,5,4,4,431.0
2,15,1,22,6,4,5,303.0
24,15,0,1,6,4,5,431.0
24,15,0,12,6,4,5,431.0
2,15,1,10,6,4,5,363.0
1,15,1,17,6,4,5,379.0
3,15,1,2,0,4,6,297.0
24,15,0,1,0,4,6,431.0
3,15,1,2,0,4,6,282.0
2,15,1,22,0,4,6,394.0
2,15,1,10,0,4,6,416.0
24,15,0,12,0,4,6,497.0
2,15,1,10,1,4,7,267.0
2,15,1,22,1,4,7,358.0
24,15,0,1,1,4,7,431.0
24,15,0,12,1,4,7,434.0
23,15,0,0,1,4,7,644.0
1,15,1,17,1,4,7,379.0
8,15,1,22,1,4,7,583.0
23,15,0,11,1,4,7,670.0
2,15,1,10,2,4,8,254.0
24,15,0,1,2,4,8,431.0
23,15,0,0,2,4,8,447.0
2,15,1,22,2,4,8,348.0
2,15,1,10,2,4,8,355.0
1,15,1,19,2,4,8,379.0
19,15,1,0,2,4,8,426.0
24,15,0,12,2,4,8,431.0
2,15,1,10,3,4,9,197.0
3,15,1,2,3,4,9,259.0
24,15,0,1,3,4,9,431.0
23,15,0,0,3,4,9,479.0
2,15,1,22,3,4,9,295.0
2,15,1,10,3,4,9,300.0
1,15,1,16,3,4,9,379.0
24,15,0,12,3,4,9,431.0
23,15,0,11,3,4,9,479.0
2,15,1,22,4,4,10,351.0
24,15,0,1,4,4,10,401.0
19,15,1,11,4,4,10,403.0
24,15,0,12,4,4,10,404.0
23,15,0,0,4,4,10,447.0
1,15,1,17,4,4,10,333.0
1,15,1,17,4,4,10,369.0
2,15,1,10,4,4,10,392.0
3,15,1,2,5,4,11,339.0
2,15,1,10,5,4,11,383.0
24,15,0,12,5,4,11,404.0
24,15,0,1,5,4,11,467.0
3,15,1,2,5,4,11,322.0
1,15,1,17,5,4,11,354.0
2,15,1,10,5,4,11,392.0
2,15,1,22,5,4,11,445.0
2,15,1,22,5,4,11,452.0
23,15,0,0,5,4,11,857.0
2,15,1,22,6,4,12,197.0
24,15,0,1,6,4,12,401.0
23,15,0,11,6,4,12,479.0
2,15,1,10,6,4,12,374.0
1,15,1,16,6,4,12,379.0
1,15,1,17,6,4,12,399.0
24,15,0,12,6,4,12,457.0
23,15,0,0,6,4,12,554.0
2,15,1,10,0,4,13,285.0
2,15,1,22,0,4,13,285.0
3,15,1,2,0,4,13,306.0
24,15,0,1,0,4,13,401.0
23,15,0,0,0,4,13,506.0
3,15,1,2,0,4,13,304.0
1,15,1,8,0,4,13,379.0
24,15,0,12,0,4,13,467.0
24,15,0,1,1,4,14,391.0
24,15,0,12,1,4,14,404.0
23,15,0,11,1,4,14,448.0
2,15,1,10,1,4,14,295.0
3,15,1,2,1,4,14,325.0
1,15,1,17,1,4,14,379.0
23,15,0,0,1,4,14,506.0
2,15,1,22,1,4,14,518.0
2,15,1,10,2,4,15,274.0
2,15,1,22,2,4,15,274.0
24,15,0,1,2,4,15,371.0
24,15,0,12,2,4,15,371.0
23,15,0,0,2,4,15,479.0
1,15,1,8,2,4,15,379.0
1,15,1,19,2,4,15,379.0
8,15,1,22,2,4,15,583.0
24,15,1,7,2,4,15,773.0
2,15,1,10,3,4,16,197.0
3,15,1,2,3,4,16,287.0
24,15,0,1,3,4,16,371.0
2,15,1,22,3,4,16,276.0
24,15,0,12,3,4,16,371.0
1,15,1,17,3,4,16,379.0
23,15,0,11,3,4,16,506.0
23,15,0,0,3,4,16,535.0
2,15,1,22,4,4,17,272.0
2,15,1,10,4,4,17,283.0
24,15,0,1,4,4,17,371.0
24,15,0,12,4,4,17,371.0
23,15,0,0,4,4,17,479.0
1,15,1,8,4,4,17,339.0
1,15,1,17,4,4,17,339.0
8,15,1,22,4,4,17,571.0
3,15,1,2,5,4,18,264.0
2,15,1,22,5,4,18,288.0
24,15,0,1,5,4,18,371.0
3,15,1,2,5,4,18,259.0
2,15,1,10,5,4,18,274.0
1,15,1,17,5,4,18,339.0
24,15,0,12,5,4,18,371.0
2,15,1,22,6,4,19,267.0
24,15,0,1,6,4,19,371.0
24,15,0,12,6,4,19,371.0
23,15,0,0,6,4,19,626.0
1,15,1,17,6,4,19,379.0
11,15,1,16,6,4,19,567.0
8,15,1,22,6,4,19,583.0
23,15,0,11,6,4,19,661.0
3,15,1,2,0,4,20,289.0
2,15,1,22,0,4,20,303.0
24,15,0,1,0,4,20,371.0
3,15,1,2,0,4,20,276.0
3,15,1,2,0,4,20,279.0
2,15,1,10,0,4,20,303.0
24,15,0,12,0,4,20,371.0
2,15,1,22,1,4,21,268.0
24,15,0,1,1,4,21,371.0
23,15,0,11,1,4,21,422.0
2,15,1,10,1,4,21,268.0
24,15,0,12,1,4,21,371.0
23,15,0,0,1,4,21,479.0
2,15,1,22,2,4,22,254.0
24,15,0,1,2,4,22,371.0
23,15,0,0,2,4,22,431.0
2,15,1,10,2,4,22,254.0
2,15,1,22,2,4,22,281.0
24,15,0,12,2,4,22,371.0
27,2,0,2,6,2,22,702.0
27,2,0,23,6,2,22,702.0
24,2,0,7,6,2,22,994.0
26,2,0,1,6,2,22,1074.0
1,2,1,16,6,2,22,510.0
1,2,1,17,6,2,22,545.0
2,2,1,22,6,2,22,606.0
2,2,1,10,6,2,22,608.0
1,2,1,8,6,2,22,701.0
24,2,0,1,6,2,22,1007.0
26,2,0,1,0,2,23,675.0
24,2,0,1,0,2,23,720.0
24,2,0,7,0,2,23,720.0
27,2,0,23,0,2,23,736.0
1,2,1,16,0,2,23,480.0
1,2,1,17,0,2,23,511.0
2,2,1,22,0,2,23,608.0
2,2,1,10,0,2,23,640.0
27,2,0,23,1,2,24,542.0
24,2,0,7,1,2,24,585.0
26,2,0,1,1,2,24,710.0
2,2,1,22,1,2,24,467.0
2,2,1,22,1,2,24,472.0
2,2,1,10,1,2,24,477.0
1,2,1,8,1,2,24,511.0
24,2,0,1,1,2,24,651.0
2,2,1,10,2,2,25,414.0
27,2,0,2,2,2,25,525.0
24,2,0,7,2,2,25,604.0
24,2,0,1,2,2,25,624.0
26,2,0,1,2,2,25,710.0
2,2,1,22,2,2,25,424.0
2,2,1,22,2,2,25,430.0
1,2,1,9,2,2,25,449.0
27,2,0,23,2,2,25,631.0
27,2,0,23,3,2,26,430.0
24,2,0,7,3,2,26,554.0
26,2,0,1,3,2,26,711.0
2,2,1,10,3,2,26,424.0
2,2,1,22,3,2,26,430.0
1,2,1,17,3,2,26,503.0
1,2,1,8,3,2,26,546.0
24,2,0,1,3,2,26,604.0
24,2,1,7,3,2,26,672.0
2,2,1,10,4,2,27,414.0
27,2,0,23,4,2,27,422.0
27,2,0,2,4,2,27,484.0
24,2,0,7,4,2,27,503.0
26,2,0,1,4,2,27,711.0
1,2,1,8,4,2,27,539.0
24,2,1,7,4,2,27,638.0
24,2,0,1,4,2,27,660.0
24,2,0,7,5,2,28,437.0
27,2,0,23,5,2,28,439.0
26,2,0,1,5,2,28,609.0
2,2,1,10,5,2,28,457.0
24,2,0,1,5,2,28,589.0
27,2,0,2,6,3,1,350.0
24,2,0,7,6,3,1,395.0
26,2,0,1,6,3,1,417.0
27,2,0,23,6,3,1,350.0
2,2,1,22,6,3,1,351.0
2,2,1,10,6,3,1,358.0
24,2,0,1,6,3,1,425.0
1,2,1,8,6,3,1,525.0
24,2,1,7,6,3,1,638.0
27,2,0,23,0,3,2,350.0
24,2,0,7,0,3,2,395.0
26,2,0,1,0,3,2,417.0
2,2,1,10,0,3,2,331.0
2,2,1,22,0,3,2,331.0
2,2,1,22,0,3,2,337.0
24,2,0,1,0,3,2,417.0
2,2,1,10,1,3,3,231.0
2,2,1,22,1,3,3,231.0
27,2,0,23,1,3,3,314.0
26,2,0,1,1,3,3,417.0
24,2,0,7,1,3,3,437.0
24,2,0,1,1,3,3,476.0
1,2,1,8,1,3,3,502.0
24,2,1,7,1,3,3,649.0
2,2,1,22,2,3,4,231.0
27,2,0,2,2,3,4,259.0
27,2,0,23,2,3,4,259.0
26,2,0,1,2,3,4,417.0
2,2,1,10,2,3,4,231.0
19,2,1,0,2,3,4,408.0
24,2,0,7,2,3,4,410.0
24,2,0,1,2,3,4,516.0
1,2,1,9,2,3,4,526.0
2,2,1,22,3,3,5,231.0
27,2,0,23,3,3,5,259.0
26,2,0,1,3,3,5,417.0
2,2,1,10,3,3,5,231.0
19,2,1,0,3,3,5,370.0
24,2,0,7,3,3,5,412.0
24,2,0,1,3,3,5,461.0
27,2,0,23,4,3,6,253.0
27,2,0,2,4,3,6,259.0
26,2,0,1,4,3,6,417.0
24,2,0,7,4,3,6,437.0
2,2,1,10,4,3,6,318.0
2,2,1,10,4,3,6,327.0
24,2,0,1,4,3,6,461.0
1,2,1,8,4,3,6,509.0
2,2,1,22,5,3,7,231.0
27,2,0,23,5,3,7,259.0
2,2,1,10,5,3,7,231.0
26,2,0,1,5,3,7,417.0
24,2,0,7,5,3,7,437.0
24,2,0,1,5,3,7,589.0
27,2,0,2,6,3,8,253.0
27,2,0,23,6,3,8,259.0
19,2,1,0,6,3,8,309.0
2,2,1,10,6,3,8,331.0
24,2,0,7,6,3,8,381.0
26,2,0,1,6,3,8,417.0
24,2,0,1,6,3,8,447.0
2,2,1,10,0,3,9,231.0
2,2,1,22,0,3,9,231.0
27,2,0,23,0,3,9,259.0
24,2,0,7,0,3,9,381.0
19,2,1,0,0,3,9,419.0
24,2,0,1,0,3,9,435.0
24,2,1,7,0,3,9,649.0
26,2,0,1,0,3,9,655.0
2,2,1,10,1,3,10,231.0
2,2,1,22,1,3,10,231.0
27,2,0,23,1,3,10,253.0
19,2,1,0,1,3,10,403.0
26,2,0,1,1,3,10,417.0
24,2,0,7,1,3,10,437.0
24,2,0,1,1,3,10,503.0
2,2,1,22,2,3,11,231.0
27,2,0,2,2,3,11,240.0
27,2,0,23,2,3,11,240.0
2,2,1,10,2,3,11,231.0
19,2,1,0,2,3,11,370.0
24,2,0,7,2,3,11,410.0
26,2,0,1,2,3,11,417.0
24,2,0,1,2,3,11,486.0
2,2,1,10,3,3,12,231.0
2,2,1,22,3,3,12,231.0
27,2,0,23,3,3,12,253.0
24,2,0,7,3,3,12,412.0
26,2,0,1,3,3,12,417.0
19,2,1,0,3,3,12,309.0
19,2,1,0,3,3,12,373.0
24,2,0,1,3,3,12,461.0
2,2,1,10,4,3,13,231.0
27,2,0,2,4,3,13,240.0
27,2,0,23,4,3,13,253.0
26,2,0,1,4,3,13,417.0
24,2,0,7,4,3,13,437.0
19,2,1,0,4,3,13,403.0
24,2,0,1,4,3,13,476.0
1,2,1,8,4,3,13,586.0
24,2,1,7,4,3,13,672.0
2,2,1,10,5,3,14,231.0
2,2,1,22,5,3,14,231.0
27,2,0,23,5,3,14,253.0
24,2,0,7,5,3,14,395.0
26,2,0,1,5,3,14,417.0
24,2,0,1,5,3,14,432.0
1,2,1,8,5,3,14,568.0
24,2,1,7,5,3,14,672.0
2,2,1,10,6,3,15,231.0
27,2,0,2,6,3,15,240.0
27,2,0,23,6,3,15,240.0
24,2,0,7,6,3,15,371.0
26,2,0,1,6,3,15,417.0
24,2,0,1,6,3,15,412.0
1,2,1,8,6,3,15,546.0
24,2,1,7,6,3,15,672.0
27,2,0,23,0,3,16,259.0
2,2,1,10,0,3,16,313.0
24,2,0,7,0,3,16,395.0
26,2,0,1,0,3,16,417.0
24,2,0,1,0,3,16,437.0
1,2,1,8,0,3,16,509.0
24,2,1,7,0,3,16,672.0
24,2,1,7,0,3,16,676.0
27,2,0,23,1,3,17,259.0
2,2,1,10,1,3,17,313.0
26,2,0,1,1,3,17,417.0
24,2,0,7,1,3,17,437.0
19,2,1,0,1,3,17,408.0
1,2,1,8,1,3,17,471.0
24,2,0,1,1,3,17,513.0
24,2,1,7,1,3,17,682.0
27,2,0,2,2,3,18,240.0
27,2,0,23,2,3,18,240.0
2,2,1,10,2,3,18,328.0
24,2,0,7,2,3,18,395.0
26,2,0,1,2,3,18,417.0
24,2,0,1,2,3,18,447.0
1,2,1,9,2,3,18,503.0
2,2,1,22,3,3,19,231.0
27,2,0,23,3,3,19,259.0
24,2,0,7,3,3,19,412.0
26,2,0,1,3,3,19,417.0
2,2,1,10,3,3,19,347.0
2,2,1,10,3,3,19,368.0
1,2,1,8,3,3,19,454.0
24,2,0,1,3,3,19,461.0
27,2,0,2,4,3,20,240.0
2,2,1,10,4,3,20,231.0
27,2,0,23,4,3,20,259.0
24,2,0,7,4,3,20,405.0
26,2,0,1,4,3,20,417.0
24,2,0,1,4,3,20,435.0
27,2,0,23,5,3,21,253.0
2,2,1,10,5,3,21,347.0
26,2,0,1,5,3,21,417.0
24,2,0,7,5,3,21,437.0
24,2,0,1,5,3,21,513.0
1,2,1,8,5,3,21,622.0
24,2,1,7,5,3,21,724.0
24,2,1,7,5,3,21,795.0
2,2,1,22,6,3,22,231.0
27,2,0,2,6,3,22,240.0
27,2,0,23,6,3,22,253.0
24,2,0,7,6,3,22,371.0
26,2,0,1,6,3,22,417.0
2,2,1,22,6,3,22,231.0
2,2,1,10,6,3,22,364.0
24,2,0,1,6,3,22,422.0
2,2,1,22,0,3,23,231.0
2,2,1,22,0,3,23,231.0
27,2,0,23,0,3,23,253.0
24,2,0,7,0,3,23,371.0
2,2,1,10,0,3,23,231.0
26,2,0,1,0,3,23,417.0
24,2,0,1,0,3,23,422.0
24,2,1,7,0,3,23,709.0
11,9,1,21,6,2,22,1520.0
21,9,1,11,6,2,22,1531.0
24,9,0,12,6,2,22,1784.0
1,9,1,8,6,2,22,1334.0
20,9,1,19,6,2,22,1411.0
21,9,1,19,6,2,22,1477.0
20,9,1,3,6,2,22,1524.0
8,9,1,21,6,2,22,1671.0
8,9,2,20,6,2,22,1817.0
24,9,0,2,6,2,22,1927.0
20,9,1,4,6,2,22,2697.0
21,9,1,4,6,2,22,3251.0
1,9,1,17,0,2,23,978.0
10,9,1,21,0,2,23,1324.0
21,9,1,4,0,2,23,1496.0
1,9,1,8,0,2,23,1122.0
16,9,2,16,0,2,23,1123.0
8,9,2,20,0,2,23,1140.0
8,9,1,21,0,2,23,1148.0
21,9,1,19,0,2,23,1197.0
8,9,1,21,0,2,23,1281.0
11,9,1,21,0,2,23,1359.0
21,9,1,19,0,2,23,1496.0
24,9,0,12,0,2,23,2042.0
8,9,1,9,0,2,23,2906.0
8,9,2,20,1,2,24,988.0
21,9,1,11,1,2,24,1239.0
9,9,1,21,1,2,24,1254.0
8,9,2,20,1,2,24,980.0
8,9,2,20,1,2,24,986.0
8,9,2,20,1,2,24,1065.0
1,9,1,8,1,2,24,1104.0
8,9,2,20,1,2,24,1185.0
16,9,2,15,1,2,24,1222.0
21,9,1,4,1,2,24,1321.0
21,9,1,4,1,2,24,1425.0
24,9,0,12,1,2,24,1647.0
8,9,1,9,1,2,24,1740.0
8,9,2,20,2,2,25,954.0
1,9,1,8,2,2,25,966.0
9,9,1,21,2,2,25,1080.0
29,9,1,21,2,2,25,1147.0
21,9,1,20,2,2,25,1155.0
29,9,2,11,2,2,25,900.0
8,9,2,20,2,2,25,1000.0
8,9,2,20,2,2,25,1020.0
16,9,2,17,2,2,25,1114.0
29,9,1,23,2,2,25,1147.0
8,9,1,9,2,2,25,1254.0
8,9,1,9,2,2,25,1273.0
20,9,1,4,2,2,25,1450.0
24,9,0,12,2,2,25,1647.0
1,9,1,8,3,2,26,932.0
8,9,2,20,3,2,26,959.0
9,9,2,20,3,2,26,970.0
9,9,1,21,3,2,26,1081.0
8,9,2,20,3,2,26,890.0
8,9,2,20,3,2,26,926.0
8,9,2,20,3,2,26,952.0
1,9,1,8,3,2,26,999.0
10,9,1,2,3,2,26,1081.0
9,9,1,21,3,2,26,1097.0
